wanikani	word	reading	sense 1	sense 2	sense 3	url
100	余り	あまり	remainder, rest, balance, remains, scraps, residue, remnant	not very (with negative sentence), not much	surplus, excess, fullness, too much	http://jisho.org/word/%E4%BD%99%E3%82%8A
100	其れから	それから	and then, after that			http://jisho.org/word/%E5%85%B6%E3%82%8C%E3%81%8B%E3%82%89
100	小さな	ちいさな	small, little, tiny			http://jisho.org/word/%E5%B0%8F%E3%81%95%E3%81%AA
100	米	メートル	metre, meter	meter (i.e. a gauge), gauge	Rice	http://jisho.org/word/%E7%B1%B3
100	テーブル	テーブル	table	Table		http://jisho.org/word/%E3%83%86%E3%83%BC%E3%83%96%E3%83%AB
100	シャツ	シャツ	shirt (underwear), undershirt, singlet	shirt (outerwear, esp. dress shirt)	Shirt	http://jisho.org/word/%E3%82%B7%E3%83%A3%E3%83%84
100	一月	ひとつき	one month			http://jisho.org/word/%E4%B8%80%E6%9C%88
100	一寸	ちょっと	just a minute, short time, just a little	somewhat, easily, readily, rather	(will not) easily	http://jisho.org/word/%E4%B8%80%E5%AF%B8
100	テープレコーダー	テープレコーダー	tape recorder	Tape recorder		http://jisho.org/word/%E3%83%86%E3%83%BC%E3%83%97%E3%83%AC%E3%82%B3%E3%83%BC%E3%83%80%E3%83%BC
100	パン	パン	bread, pastries (e.g. croissants), pastry-based products	pan, frying pan	panning (in a film)	http://jisho.org/word/%E3%83%91%E3%83%B3
100	ベッド	ベッド	bed	Bed		http://jisho.org/word/%E3%83%99%E3%83%83%E3%83%89
100	ドア	ドア	door (Western-style)			http://jisho.org/word/%E3%83%89%E3%82%A2
100	スカート	スカート	skirt	Skirt		http://jisho.org/word/%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%88
100	セーター	セーター	sweater, jumper	Sweater		http://jisho.org/word/%E3%82%BB%E3%83%BC%E3%82%BF%E3%83%BC
100	フィルム	フィルム	film			http://jisho.org/word/%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0
100	お弁当	おべんとう	bento (Japanese box lunch)			http://jisho.org/word/%E3%81%8A%E5%BC%81%E5%BD%93
100	粁	キロメートル	kilometer, kilometre			http://jisho.org/word/%E7%B2%81
100	頁	ページ	page			http://jisho.org/word/%E9%A0%81
100	良く	よく	nicely, properly, well, skillfully, skilfully	frequently, often		http://jisho.org/word/%E8%89%AF%E3%81%8F
100	テスト	テスト	test	Test		http://jisho.org/word/%E3%83%86%E3%82%B9%E3%83%88
100	其処	そこ	there (place relatively near listener)	there (place just mentioned), that place	then (of some incident just spoken of), that (of point just raised)	http://jisho.org/word/%E5%85%B6%E5%87%A6
100	ラジオ	ラジオ	radio	Radio		http://jisho.org/word/%E3%83%A9%E3%82%B8%E3%82%AA
100	プール	プール	(swimming) pool	pool (billiards)	pool (together)	http://jisho.org/word/%E3%83%97%E3%83%BC%E3%83%AB
100	賑やか	にぎやか	bustling, busy, lively			http://jisho.org/word/%E8%B3%91%E3%82%84%E3%81%8B
100	より	より	than	from, out of, since, at, on	except, but, other than	http://jisho.org/word/%E3%82%88%E3%82%8A
100	両親	りょうしん	parents, both parents			http://jisho.org/word/%E4%B8%A1%E8%A6%AA
100	其れでは	それでは	well then ...	in that situation, in which case		http://jisho.org/word/%E5%85%B6%E3%82%8C%E3%81%A7%E3%81%AF
100	タクシー	タクシー	taxi	Taxicab		http://jisho.org/word/%E3%82%BF%E3%82%AF%E3%82%B7%E3%83%BC
100	ボタン	ボタン	button			http://jisho.org/word/%E3%83%9C%E3%82%BF%E3%83%B3
100	詰らない	つまらない	dull, uninteresting, boring, tedious	insignificant, unimportant, trifling, trivial, worthless	absurd, foolish, silly, stupid	http://jisho.org/word/%E8%A9%B0%E3%82%89%E3%81%AA%E3%81%84
100	此方	こちら	this way (direction close to the speaker or towards the speaker), this direction	here (place close to the speaker or where the speaker is)	this one (something physically close to the speaker)	http://jisho.org/word/%E6%AD%A4%E6%96%B9
100	ポケット	ポケット	pocket	Pocket		http://jisho.org/word/%E3%83%9D%E3%82%B1%E3%83%83%E3%83%88
100	ＰＥＴ	ペット	polyethylene terephthalate, PET	positron emission tomography, PET		http://jisho.org/word/%EF%BC%B0%EF%BC%A5%EF%BC%B4
100	何れ	どれ	which (of three or more)	whichever, any	well, now, let me see	http://jisho.org/word/%E4%BD%95%E3%82%8C
100	ノート	ノート	notebook, copy-book, exercise book	note	notebook PC	http://jisho.org/word/%E3%83%8E%E3%83%BC%E3%83%88
100	鳥肉	とりにく	chicken meat			http://jisho.org/word/%E9%B3%A5%E8%82%89
100	もっと	もっと	(some) more, even more, longer, further			http://jisho.org/word/%E3%82%82%E3%81%A3%E3%81%A8
100	ギター	ギター	guitar	Guitar		http://jisho.org/word/%E3%82%AE%E3%82%BF%E3%83%BC
100	あのう	あのう	say, well, errr ...			http://jisho.org/word/%E3%81%82%E3%81%AE%E3%81%86
100	ストーブ	ストーブ	(room) heater, stove	Kitchen stove		http://jisho.org/word/%E3%82%B9%E3%83%88%E3%83%BC%E3%83%96
100	煙草	たばこ	tobacco, cigarette, cigaret, cigar	tobacco plant (Nicotiana tabacum)	Tabaco	http://jisho.org/word/%E7%85%99%E8%8D%89
100	此の	この	this (something or someone close to the speaker (including the speaker), or ideas expressed by the speaker)			http://jisho.org/word/%E6%AD%A4%E3%81%AE
100	お皿	おさら	plate, dish			http://jisho.org/word/%E3%81%8A%E7%9A%BF
100	スリッパ	スリッパ	slipper, slippers	Slipper		http://jisho.org/word/%E3%82%B9%E3%83%AA%E3%83%83%E3%83%91
100	後	あと	behind, rear	after, later	after one's death	http://jisho.org/word/%E5%BE%8C
100	戸	と	door (esp. Japanese-style)	shutter, window shutter	entrance (to a home)	http://jisho.org/word/%E6%88%B8
100	お巡りさん	おまわりさん	police officer			http://jisho.org/word/%E3%81%8A%E5%B7%A1%E3%82%8A%E3%81%95%E3%82%93
100	エレベーター	エレベーター	elevator, lift	elevator (aviation)	Elevator	http://jisho.org/word/%E3%82%A8%E3%83%AC%E3%83%99%E3%83%BC%E3%82%BF%E3%83%BC
100	じゃあ	じゃあ	then, well, so, well then	combination of 'de' and 'wa' particles	plain copula	http://jisho.org/word/%E3%81%98%E3%82%83%E3%81%82
100	茶碗	ちゃわん	rice bowl, tea cup, teacup	Chawan		http://jisho.org/word/%E8%8C%B6%E7%A2%97
100	青	あお	blue	green	green light	http://jisho.org/word/%E9%9D%92
100	一昨年	いっさくねん	year before last			http://jisho.org/word/%E4%B8%80%E6%98%A8%E5%B9%B4
100	背広	せびろ	business suit	Suit (clothing)		http://jisho.org/word/%E8%83%8C%E5%BA%83
100	等	など	et cetera, etc., and the like, and so forth	or something	the likes of	http://jisho.org/word/%E7%AD%89
100	どうも	どうも	thanks	much (thanks), very (sorry), quite (regret)	quite, really, mostly	http://jisho.org/word/%E3%81%A9%E3%81%86%E3%82%82
100	バス	バス	bus	bath	bass	http://jisho.org/word/%E3%83%90%E3%82%B9
100	アパート	アパート	apartment building, apartment block, apartment house	apartment	Apartment	http://jisho.org/word/%E3%82%A2%E3%83%91%E3%83%BC%E3%83%88
100	真っ直ぐ	まっすぐ	straight (ahead), direct, upright, erect	straightforward, honest, frank		http://jisho.org/word/%E7%9C%9F%E3%81%A3%E7%9B%B4%E3%81%90
100	迚も	とても	very, awfully, exceedingly	(not) at all, by no means, simply (cannot)		http://jisho.org/word/%E8%BF%9A%E3%82%82
100	ホテル	ホテル	hotel	Hotel		http://jisho.org/word/%E3%83%9B%E3%83%86%E3%83%AB
100	パーティ	パーティ	party			http://jisho.org/word/%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3
100	無くす	なくす	to lose something	to get rid of	to lose someone (wife, child, etc.)	http://jisho.org/word/%E7%84%A1%E3%81%8F%E3%81%99
100	レコード	レコード	record (e.g. LP)	record (e.g. athletics)	Gramophone record	http://jisho.org/word/%E3%83%AC%E3%82%B3%E3%83%BC%E3%83%89
100	温い	ぬるい	lukewarm, tepid	lenient	slow, stupid	http://jisho.org/word/%E6%B8%A9%E3%81%84
100	彼	あれ	that (indicating something distant from both speaker and listener (in space, time or psychologically), or something understood without naming it directly)	that person (used to refer to one's equals or inferiors)	over there	http://jisho.org/word/%E5%BD%BC
100	如何	どう	how, in what way, how about			http://jisho.org/word/%E5%A6%82%E4%BD%95
100	此処	ここ	here (place physically close to the speaker, place pointed by the speaker while explaining), this place	these last (followed by a duration noun and a past sentence: time period before the present time of the speaker)	these next ... (followed by a duration noun and a non past sentence: time period after the present time of the speaker), the next ...	http://jisho.org/word/%E6%AD%A4%E5%87%A6
100	燐寸	マッチ	match (to light fire with)			http://jisho.org/word/%E7%87%90%E5%AF%B8
100	何の	どの	which, what (way)			http://jisho.org/word/%E4%BD%95%E3%81%AE
100	どうぞ	どうぞ	please, kindly, I beg of you	by all means, feel free, you are welcome	here you are	http://jisho.org/word/%E3%81%A9%E3%81%86%E3%81%9E
100	夕方	ゆうがた	evening, dusk			http://jisho.org/word/%E5%A4%95%E6%96%B9
100	始め	はじめ	beginning, start, outset, opening	first (in line, etc.)	origin	http://jisho.org/word/%E5%A7%8B%E3%82%81
100	フォーク	フォーク	fork	folk, folk song	hawk	http://jisho.org/word/%E3%83%95%E3%82%A9%E3%83%BC%E3%82%AF
100	こんな	こんな	such (about something or someone close to the speaker (including the speaker), or about ideas expressed by the speaker), like this			http://jisho.org/word/%E3%81%93%E3%82%93%E3%81%AA
100	ペット	ペット	pet	trumpet	Pet	http://jisho.org/word/%E3%83%9A%E3%83%83%E3%83%88
100	さあ	さあ	come, come now, come along, go on, hurry up	well, who knows, I don't know..., uh, hmm	well now, let's see, there we go, all right	http://jisho.org/word/%E3%81%95%E3%81%82
100	ラジカセ	ラジカセ	radio-cassette player			http://jisho.org/word/%E3%83%A9%E3%82%B8%E3%82%AB%E3%82%BB
100	何方	どちら	which way, which direction, where	which one (esp. of two alternatives)	who	http://jisho.org/word/%E4%BD%95%E6%96%B9
100	辛い	からい	spicy, hot	salty	harsh (criticism), severe (punishment), strict	http://jisho.org/word/%E8%BE%9B%E3%81%84
100	ズボン	ズボン	trousers, pants	Trousers		http://jisho.org/word/%E3%82%BA%E3%83%9C%E3%83%B3
100	黒	くろ	black	black go stone	guilt, guilty person	http://jisho.org/word/%E9%BB%92
100	黄色い	きいろい	yellow	high-pitched (voice), shrill		http://jisho.org/word/%E9%BB%84%E8%89%B2%E3%81%84
100	もう一度	もういちど	once more, again			http://jisho.org/word/%E3%82%82%E3%81%86%E4%B8%80%E5%BA%A6
100	大使館	たいしかん	embassy	Diplomatic mission		http://jisho.org/word/%E5%A4%A7%E4%BD%BF%E9%A4%A8
100	スポーツ	スポーツ	sport, sports	Sport		http://jisho.org/word/%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84
100	ボールペン	ボールペン	ball-point pen	Ballpoint pen		http://jisho.org/word/%E3%83%9C%E3%83%BC%E3%83%AB%E3%83%9A%E3%83%B3
100	然して	そして	and, and then, thus, and now			http://jisho.org/word/%E7%84%B6%E3%81%97%E3%81%A6
100	ハンカチ	ハンカチ	handkerchief	Handkerchief		http://jisho.org/word/%E3%83%8F%E3%83%B3%E3%82%AB%E3%83%81
100	八百屋	やおや	greengrocer	Greengrocer		http://jisho.org/word/%E5%85%AB%E7%99%BE%E5%B1%8B
100	其れ	それ	that (indicating an item or person near the listener, the action of the listener, or something on their mind), it	that time, then	there (indicating a place near the listener)	http://jisho.org/word/%E5%85%B6%E3%82%8C
100	夕飯	ゆうはん	evening meal			http://jisho.org/word/%E5%A4%95%E9%A3%AF
100	彼方	あちら	that way (direction distant from both speaker and listener), over there, yonder	that one (something physically distant from both speaker and listener, or something not visible but known by both speaker and listener), that	that person (someone physically distant from both speaker and listener, or someone not present but known by both speaker and listener)	http://jisho.org/word/%E5%BD%BC%E6%96%B9
100	Ｙシャツ	ワイシャツ	shirt, business shirt, dress shirt			http://jisho.org/word/%EF%BC%B9%E3%82%B7%E3%83%A3%E3%83%84
100	鞄	かばん	bag, satchel, briefcase, basket	Paper bag		http://jisho.org/word/%E9%9E%84
100	如何して	どうして	why?, for what reason, how, in what way, for what purpose, what for			http://jisho.org/word/%E5%A6%82%E4%BD%95%E3%81%97%E3%81%A6
100	ニュース	ニュース	news	News		http://jisho.org/word/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9
100	大きな	おおきな	big, large, great			http://jisho.org/word/%E5%A4%A7%E3%81%8D%E3%81%AA
100	瓦	グラム	gram, gramme			http://jisho.org/word/%E7%93%A6
100	何時も	いつも	always, usually, every time	never		http://jisho.org/word/%E4%BD%95%E6%99%82%E3%82%82
100	ナイフ	ナイフ	knife	Knife		http://jisho.org/word/%E3%83%8A%E3%82%A4%E3%83%95
100	今晩	こんばん	tonight, this evening			http://jisho.org/word/%E4%BB%8A%E6%99%A9
100	石鹸	せっけん	soap	Soap		http://jisho.org/word/%E7%9F%B3%E9%B9%B8
100	伯母さん	おばさん	aunt			http://jisho.org/word/%E4%BC%AF%E6%AF%8D%E3%81%95%E3%82%93
100	トイレ	トイレ	toilet, restroom, bathroom, lavatory			http://jisho.org/word/%E3%83%88%E3%82%A4%E3%83%AC
100	クラス	クラス	class	Kras (Slovenia), Crass	Class	http://jisho.org/word/%E3%82%AF%E3%83%A9%E3%82%B9
100	為る	する	to do	to cause to become, to make (into), to turn (into)	to serve as, to act as, to work as	http://jisho.org/word/%E7%82%BA%E3%82%8B
100	飴	あめ	(hard) candy, toffee	rice-sugar, sugar made from the starch of rice, potatoes, etc.	amber, yellowish-brown	http://jisho.org/word/%E9%A3%B4
100	カレンダー	カレンダー	calendar	calender (machine for flattening things)		http://jisho.org/word/%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC
100	デパート	デパート	department store	department		http://jisho.org/word/%E3%83%87%E3%83%91%E3%83%BC%E3%83%88
100	ええ	ええ	yes, that is correct, right	um, errr	huh?	http://jisho.org/word/%E3%81%88%E3%81%88
100	コピー	コピー	copy, photocopy	blurb on a book jacket	catch copy	http://jisho.org/word/%E3%82%B3%E3%83%94%E3%83%BC
100	カップ	カップ	cup (drinking vessel, measure, brassiere, prize, etc.)	instant noodles purchased in cup, cup noodles	Cup	http://jisho.org/word/%E3%82%AB%E3%83%83%E3%83%97
100	然し	しかし	however, but			http://jisho.org/word/%E7%84%B6%E3%81%97
100	貴方	あなた	you (referring to someone of equal or lower status)	dear (what a wife calls a husband)		http://jisho.org/word/%E8%B2%B4%E6%96%B9
100	何時	いつ	when, how soon			http://jisho.org/word/%E4%BD%95%E6%99%82
100	カメラ	カメラ	camera	Camera		http://jisho.org/word/%E3%82%AB%E3%83%A1%E3%83%A9
100	家	いえ	house, residence, dwelling	family, household	lineage, family name	http://jisho.org/word/%E5%AE%B6
100	咖哩	カレー	curry	rice and curry		http://jisho.org/word/%E5%92%96%E5%93%A9
100	もう	もう	now, soon, shortly, before long, presently	already, yet, by now, (not) anymore	further, more, again, another, the other	http://jisho.org/word/%E3%82%82%E3%81%86
100	毎週	まいしゅう	every week			http://jisho.org/word/%E6%AF%8E%E9%80%B1
100	瓩	キログラム	kilogram, kilogramme			http://jisho.org/word/%E7%93%A9
100	明後日	あさって	day after tomorrow			http://jisho.org/word/%E6%98%8E%E5%BE%8C%E6%97%A5
100	はい	はい	yes, that is correct	understood, I see, OK, okay	present, here	http://jisho.org/word/%E3%81%AF%E3%81%84
100	方	かた	direction, way	person, lady, gentleman	method of, manner of, way of	http://jisho.org/word/%E6%96%B9
100	テレビ	テレビ	television, TV	TV program, TV programme, TV broadcast	Television	http://jisho.org/word/%E3%83%86%E3%83%AC%E3%83%93
100	コーヒー	コーヒー	coffee	Coffee		http://jisho.org/word/%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC
100	其の	その	that (something or someone distant from the speaker, close to the listener; actions of the listener, or ideas expressed or understood by the listener), the	um..., er..., uh...		http://jisho.org/word/%E5%85%B6%E3%81%AE
100	でも	でも	but, however, though, nevertheless, still, yet, even so	even	however, no matter how, even if, even though	http://jisho.org/word/%E3%81%A7%E3%82%82
100	皆	みんな	all, everyone, everybody	everything		http://jisho.org/word/%E7%9A%86
100	ペン	ペン	pen	Pen		http://jisho.org/word/%E3%83%9A%E3%83%B3
100	風呂	ふろ	bath, bathtub	bathroom, bathhouse	room for drying lacquerware	http://jisho.org/word/%E9%A2%A8%E5%91%82
