wanikani	word	reading	sense 1	sense 2	sense 3	url
12	悪い	わるい	bad, poor, inferior	evil, sinful	unprofitable, unbeneficial	http://jisho.org/word/%E6%82%AA%E3%81%84
12	歯	は	tooth	Human tooth		http://jisho.org/word/%E6%AD%AF
12	動物	どうぶつ	animal	Animal		http://jisho.org/word/%E5%8B%95%E7%89%A9
12	庭	にわ	garden, yard, courtyard	field (of action), area		http://jisho.org/word/%E5%BA%AD
12	家庭	かてい	home, family, household	Home		http://jisho.org/word/%E5%AE%B6%E5%BA%AD
13	熱い	あつい	hot (thing)	passionate (feelings, etc.), ardent, hot (e.g. gaze)	hot (e.g. temper)	http://jisho.org/word/%E7%86%B1%E3%81%84
13	映画	えいが	movie, film	Film		http://jisho.org/word/%E6%98%A0%E7%94%BB
13	大好き	だいすき	loveable, very likeable, like very much			http://jisho.org/word/%E5%A4%A7%E5%A5%BD%E3%81%8D
13	練習	れんしゅう	practice, practising			http://jisho.org/word/%E7%B7%B4%E7%BF%92
13	宿題	しゅくだい	homework	Homework		http://jisho.org/word/%E5%AE%BF%E9%A1%8C
13	暗い	くらい	dark, gloomy	dark (in colour), dull	depressed, dispirited	http://jisho.org/word/%E6%9A%97%E3%81%84
13	緑	みどり	green	greenery (esp. fresh verdure)	Green	http://jisho.org/word/%E7%B7%91
13	皆さん	みなさん	all, everyone, everybody			http://jisho.org/word/%E7%9A%86%E3%81%95%E3%82%93
13	初めて	はじめて	for the first time	only after ... is it ..., only when ... do you ...		http://jisho.org/word/%E5%88%9D%E3%82%81%E3%81%A6
13	銀行	ぎんこう	bank	Bank		http://jisho.org/word/%E9%8A%80%E8%A1%8C
13	駅	えき	station			http://jisho.org/word/%E9%A7%85
13	問題	もんだい	question (e.g. on a test), problem	problem (e.g. societal, political), question, issue, subject (e.g. of research), case, matter	question (i.e. doubt)	http://jisho.org/word/%E5%95%8F%E9%A1%8C
13	橋	はし	bridge	Bridge		http://jisho.org/word/%E6%A9%8B
14	消える	きえる	to go out, to vanish, to disappear			http://jisho.org/word/%E6%B6%88%E3%81%88%E3%82%8B
14	私	わたし	I, me	private affairs, personal matter, secrecy	selfishness	http://jisho.org/word/%E7%A7%81
14	料理	りょうり	cooking, cookery, cuisine	dealing with something, handling, administration, management	Cuisine	http://jisho.org/word/%E6%96%99%E7%90%86
15	時計	とけい	watch, clock, timepiece	Clock		http://jisho.org/word/%E6%99%82%E8%A8%88
15	英語	えいご	English (language)	English language		http://jisho.org/word/%E8%8B%B1%E8%AA%9E
15	美味しい	おいしい	delicious, tasty, sweet			http://jisho.org/word/%E7%BE%8E%E5%91%B3%E3%81%97%E3%81%84
15	秋	あき	autumn, fall			http://jisho.org/word/%E7%A7%8B
15	大変	たいへん	very, greatly	immense, enormous, great	serious, grave, dreadful, terrible	http://jisho.org/word/%E5%A4%A7%E5%A4%89
15	映画館	えいがかん	movie theatre, movie theater, cinema	Movie theater		http://jisho.org/word/%E6%98%A0%E7%94%BB%E9%A4%A8
15	ご飯	ごはん	cooked rice	meal		http://jisho.org/word/%E3%81%94%E9%A3%AF
15	丈夫	じょうぶ	healthy, robust, strong, solid, durable			http://jisho.org/word/%E4%B8%88%E5%A4%AB
15	毎晩	まいばん	every night			http://jisho.org/word/%E6%AF%8E%E6%99%A9
15	猫	ねこ	cat	shamisen	geisha	http://jisho.org/word/%E7%8C%AB
15	晩	ばん	evening	counter for nights		http://jisho.org/word/%E6%99%A9
15	晴れる	はれる	to clear up, to clear away, to be sunny, to stop raining	to refresh (e.g. spirits)	to be cleared (e.g. of a suspicion)	http://jisho.org/word/%E6%99%B4%E3%82%8C%E3%82%8B
15	昼	ひる	noon, midday	daytime	lunch	http://jisho.org/word/%E6%98%BC
15	帰る	かえる	to return, to come home, to go home, to go back	to leave	to get home, to get to home plate	http://jisho.org/word/%E5%B8%B0%E3%82%8B
15	昨日	きのう	yesterday			http://jisho.org/word/%E6%98%A8%E6%97%A5
15	晴れ	はれ	clear weather, fine weather	formal, ceremonial, public	cleared of suspicion	http://jisho.org/word/%E6%99%B4%E3%82%8C
15	春	はる	spring, springtime	New Year	prime (of one's life, etc.)	http://jisho.org/word/%E6%98%A5
16	書く	かく	to write, to compose, to pen	to draw, to paint		http://jisho.org/word/%E6%9B%B8%E3%81%8F
16	写真	しゃしん	photograph, photo, picture, snapshot, snap	movie	Photography	http://jisho.org/word/%E5%86%99%E7%9C%9F
16	危ない	あぶない	dangerous, risky, hazardous, perilous, precarious	in danger, in jeopardy, critical, grave, at risk	uncertain, unreliable, insecure, unsteady, doubtful	http://jisho.org/word/%E5%8D%B1%E3%81%AA%E3%81%84
16	門	もん	gate	branch of learning based on the teachings of a single master	division, phylum	http://jisho.org/word/%E9%96%80
16	自動車	じどうしゃ	automobile	Automobile		http://jisho.org/word/%E8%87%AA%E5%8B%95%E8%BB%8A
16	公園	こうえん	(public) park	Park		http://jisho.org/word/%E5%85%AC%E5%9C%92
16	遠い	とおい	far, distant			http://jisho.org/word/%E9%81%A0%E3%81%84
16	面白い	おもしろい	interesting, fascinating, intriguing, enthralling	amusing, funny, comical	pleasant, enjoyable, agreeable, fun	http://jisho.org/word/%E9%9D%A2%E7%99%BD%E3%81%84
16	辞書	じしょ	dictionary, lexicon	letter of resignation		http://jisho.org/word/%E8%BE%9E%E6%9B%B8
16	図書館	としょかん	library	Library		http://jisho.org/word/%E5%9B%B3%E6%9B%B8%E9%A4%A8
16	取る	とる	to take, to pick up, to harvest, to earn, to win, to choose	to steal	to eat, to have (a meal)	http://jisho.org/word/%E5%8F%96%E3%82%8B
16	箱	はこ	box, case, chest, package, pack	car (of a train, etc.)	shamisen case, shamisen	http://jisho.org/word/%E7%AE%B1
16	浴びる	あびる	to dash over oneself (e.g. water), to take (e.g. shower), to bask in (e.g. the sun), to bathe in, to be flooded with (e.g. light), to be covered in	to suffer (e.g. an attack), to draw (e.g. criticism, attention, praise), to have heaped upon, to be showered with		http://jisho.org/word/%E6%B5%B4%E3%81%B3%E3%82%8B
16	荷物	にもつ	luggage, baggage, package	burden	payload (of a packet, cell, etc.)	http://jisho.org/word/%E8%8D%B7%E7%89%A9
17	昼ご飯	ひるごはん	lunch, midday meal			http://jisho.org/word/%E6%98%BC%E3%81%94%E9%A3%AF
17	晩御飯	ばんごはん	dinner, evening meal			http://jisho.org/word/%E6%99%A9%E5%BE%A1%E9%A3%AF
17	細い	ほそい	thin, slender, fine	unlucky (billiards slang)		http://jisho.org/word/%E7%B4%B0%E3%81%84
17	側	そば	near, close, beside, vicinity, proximity, besides, while	third person		http://jisho.org/word/%E5%81%B4
17	食堂	しょくどう	dining room, dining hall, cafeteria, messroom	restaurant, eatery, snack bar, diner	Dining room	http://jisho.org/word/%E9%A3%9F%E5%A0%82
17	不味い	まずい	unappetising, unappetizing, unpleasant (taste, appearance, situation)	unskillful, unskilful, bungling, clumsy	ugly, homely, plain, unattractive	http://jisho.org/word/%E4%B8%8D%E5%91%B3%E3%81%84
17	建物	たてもの	building			http://jisho.org/word/%E5%BB%BA%E7%89%A9
17	一昨日	おととい	day before yesterday	Daytime (astronomy)		http://jisho.org/word/%E4%B8%80%E6%98%A8%E6%97%A5
17	鼻	はな	nose	Nose		http://jisho.org/word/%E9%BC%BB
17	薬	くすり	medicine, pharmaceuticals, (legal) drugs	efficacious chemical (i.e. gunpowder, pesticide, etc.)	(pottery) glaze	http://jisho.org/word/%E8%96%AC
17	果物	くだもの	fruit			http://jisho.org/word/%E6%9E%9C%E7%89%A9
17	塩	しお	salt (i.e. sodium chloride), common salt, table salt	salt (e.g. sodium chloride, calcium sulfate, etc.)	hardship, toil, trouble	http://jisho.org/word/%E5%A1%A9
18	可愛い	かわいい	cute, adorable, charming, lovely, pretty	dear, precious, darling, pet	cute little, tiny	http://jisho.org/word/%E5%8F%AF%E6%84%9B%E3%81%84
18	木曜日	もくようび	Thursday	Thursday		http://jisho.org/word/%E6%9C%A8%E6%9B%9C%E6%97%A5
18	火曜日	かようび	Tuesday	Tuesday		http://jisho.org/word/%E7%81%AB%E6%9B%9C%E6%97%A5
18	洗う	あらう	to wash	to investigate		http://jisho.org/word/%E6%B4%97%E3%81%86
18	留学生	りゅうがくせい	overseas student, exchange student			http://jisho.org/word/%E7%95%99%E5%AD%A6%E7%94%9F
18	静か	しずか	quiet, silent	slow, unhurried	calm, peaceful	http://jisho.org/word/%E9%9D%99%E3%81%8B
18	友達	ともだち	friend, companion			http://jisho.org/word/%E5%8F%8B%E9%81%94
18	忘れる	わすれる	to forget, to leave carelessly, to be forgetful of, to forget about, to forget (an article)			http://jisho.org/word/%E5%BF%98%E3%82%8C%E3%82%8B
18	大丈夫	だいじょうぶ	safe, all right, alright, OK, okay, sure	certainly, surely, undoubtedly	great man, fine figure of a man	http://jisho.org/word/%E5%A4%A7%E4%B8%88%E5%A4%AB
18	土曜日	どようび	Saturday	Saturday		http://jisho.org/word/%E5%9C%9F%E6%9B%9C%E6%97%A5
18	月曜日	げつようび	Monday	Monday		http://jisho.org/word/%E6%9C%88%E6%9B%9C%E6%97%A5
18	金曜日	きんようび	Friday	Friday		http://jisho.org/word/%E9%87%91%E6%9B%9C%E6%97%A5
18	借りる	かりる	to borrow, to have a loan	to rent, to hire		http://jisho.org/word/%E5%80%9F%E3%82%8A%E3%82%8B
18	座る	すわる	to sit, to squat	to assume (a position)	to hold steady, to hold still	http://jisho.org/word/%E5%BA%A7%E3%82%8B
18	日曜日	にちようび	Sunday	Sunday		http://jisho.org/word/%E6%97%A5%E6%9B%9C%E6%97%A5
18	喫茶店	きっさてん	coffee shop, tearoom, coffee lounge, coffeehouse, cafe	Kissaten		http://jisho.org/word/%E5%96%AB%E8%8C%B6%E5%BA%97
18	水曜日	すいようび	Wednesday	Wednesday		http://jisho.org/word/%E6%B0%B4%E6%9B%9C%E6%97%A5
18	葉書	はがき	postcard	memo, note, card		http://jisho.org/word/%E8%91%89%E6%9B%B8
19	警官	けいかん	police officer, policeman, constable			http://jisho.org/word/%E8%AD%A6%E5%AE%98
19	忙しい	いそがしい	busy, hectic, occupied, engaged			http://jisho.org/word/%E5%BF%99%E3%81%97%E3%81%84
19	若い	わかい	young, youthful	immature, green	low (number), small	http://jisho.org/word/%E8%8B%A5%E3%81%84
19	生徒	せいと	pupil			http://jisho.org/word/%E7%94%9F%E5%BE%92
19	覚える	おぼえる	to memorize, to memorise, to commit to memory, to learn by heart, to bear in mind, to remember	to learn, to pick up, to acquire	to feel	http://jisho.org/word/%E8%A6%9A%E3%81%88%E3%82%8B
19	易しい	やさしい	easy, plain, simple			http://jisho.org/word/%E6%98%93%E3%81%97%E3%81%84
19	困る	こまる	to be troubled, to be worried, to be bothered, to be embarrassed, to be stumped			http://jisho.org/word/%E5%9B%B0%E3%82%8B
19	財布	さいふ	purse, handbag, wallet	Wallet		http://jisho.org/word/%E8%B2%A1%E5%B8%83
20	飛行機	ひこうき	aeroplane, airplane, aircraft	Fixed-wing aircraft		http://jisho.org/word/%E9%A3%9B%E8%A1%8C%E6%A9%9F
20	難しい	むずかしい	difficult, hard, troublesome, complicated, serious (disease, problem, etc.)	fussy, particular, fastidious, hard to please, displeased	gloomy, glum, sullen, serious (look)	http://jisho.org/word/%E9%9B%A3%E3%81%97%E3%81%84
20	嫌い	きらい	dislike, hate	suspicion, tendency, smack (of)	distinction, discrimination	http://jisho.org/word/%E5%AB%8C%E3%81%84
20	厚い	あつい	thick, deep, heavy	kind, cordial, hospitable, warm, faithful	serious (of an illness)	http://jisho.org/word/%E5%8E%9A%E3%81%84
20	飛ぶ	とぶ	to fly, to soar	to jump, to leap, to spring, to bound, to hop		http://jisho.org/word/%E9%A3%9B%E3%81%B6
20	嫌	いや	disagreeable, detestable, unpleasant, reluctant			http://jisho.org/word/%E5%AB%8C
21	勤める	つとめる	to work (for), to be employed (at), to serve (in)	to serve (as), to act (as), to fill (the position of), to play the role (of)	to conduct a religious service	http://jisho.org/word/%E5%8B%A4%E3%82%81%E3%82%8B
21	立派	りっぱ	splendid, fine, handsome, elegant, imposing, prominent	praiseworthy, creditable, worthy	legal, legitimate, lawful	http://jisho.org/word/%E7%AB%8B%E6%B4%BE
22	脱ぐ	ぬぐ	to take off (clothes, shoes, etc.), to undress			http://jisho.org/word/%E8%84%B1%E3%81%90
22	大勢	おおぜい	many, crowd, great number of people			http://jisho.org/word/%E5%A4%A7%E5%8B%A2
22	寝る	ねる	to lie down	to go to bed, to lie in bed	to sleep (lying down)	http://jisho.org/word/%E5%AF%9D%E3%82%8B
22	置く	おく	to put, to place	to leave (behind)	to establish (an organization, a facility, a position, etc.), to set up	http://jisho.org/word/%E7%BD%AE%E3%81%8F
22	吸う	すう	to smoke, to breathe in, to inhale	to suck, to sip, to slurp	to absorb, to soak up	http://jisho.org/word/%E5%90%B8%E3%81%86
22	お手洗い	おてあらい	toilet, restroom, lavatory, bathroom			http://jisho.org/word/%E3%81%8A%E6%89%8B%E6%B4%97%E3%81%84
23	張る	はる	to stick, to paste, to affix	to stretch, to spread, to strain, to tighten, to put up (tent)	to form (e.g. ice on a pond)	http://jisho.org/word/%E5%BC%B5%E3%82%8B
23	沢山	たくさん	a lot, lots, plenty, many, a large number, much, a great deal, a good deal	enough, sufficient	enough, too many, too much	http://jisho.org/word/%E6%B2%A2%E5%B1%B1
23	呼ぶ	よぶ	to call out (to), to call, to invoke	to summon (a doctor, etc.)	to invite	http://jisho.org/word/%E5%91%BC%E3%81%B6
23	牛乳	ぎゅうにゅう	(cow's) milk			http://jisho.org/word/%E7%89%9B%E4%B9%B3
24	差す	さす	to shine	to be visible	to be tinged with	http://jisho.org/word/%E5%B7%AE%E3%81%99
24	誕生日	たんじょうび	birthday	Birthday		http://jisho.org/word/%E8%AA%95%E7%94%9F%E6%97%A5
24	交差点	こうさてん	crossing, intersection	Intersection (road)		http://jisho.org/word/%E4%BA%A4%E5%B7%AE%E7%82%B9
24	子供	こども	child, children	Child		http://jisho.org/word/%E5%AD%90%E4%BE%9B
24	狭い	せまい	narrow, confined, small			http://jisho.org/word/%E7%8B%AD%E3%81%84
24	違う	ちがう	to differ (from), to vary	to not be in the usual condition	to not match the correct (answer, etc.)	http://jisho.org/word/%E9%81%95%E3%81%86
25	渡る	わたる	to cross over, to go across	to extend, to cover, to range, to span		http://jisho.org/word/%E6%B8%A1%E3%82%8B
25	結構	けっこう	splendid, nice, wonderful, delicious, sweet	sufficient, fine (in the sense of "I'm fine"), (by implication) no thank you	well enough, OK, tolerable	http://jisho.org/word/%E7%B5%90%E6%A7%8B
25	掛ける	かける	to hang (e.g. picture), to hoist (e.g. sail), to raise (e.g. flag)	to sit	to take (time, money), to expend (money, time, etc.)	http://jisho.org/word/%E6%8E%9B%E3%81%91%E3%82%8B
25	居る	いる	to be (of animate objects), to exist	to stay	(after the -te form of a verb) verb indicating continuing action or state (i.e. to be ..ing, to have been ..ing)	http://jisho.org/word/%E5%B1%85%E3%82%8B
25	渡す	わたす	to ferry across (e.g. a river), to carry across, to traverse	to lay across, to build across	to hand over, to hand in, to pass, to give, to transfer	http://jisho.org/word/%E6%B8%A1%E3%81%99
26	お菓子	おかし	confections, sweets, candy			http://jisho.org/word/%E3%81%8A%E8%8F%93%E5%AD%90
26	再来年	さらいねん	year after next			http://jisho.org/word/%E5%86%8D%E6%9D%A5%E5%B9%B4
26	万年筆	まんねんひつ	fountain pen	Fountain pen		http://jisho.org/word/%E4%B8%87%E5%B9%B4%E7%AD%86
26	豚肉	ぶたにく	pork	Pork		http://jisho.org/word/%E8%B1%9A%E8%82%89
26	何故	なぜ	why, how			http://jisho.org/word/%E4%BD%95%E6%95%85
26	授業	じゅぎょう	lesson, class work, teaching, instruction	Lesson		http://jisho.org/word/%E6%8E%88%E6%A5%AD
26	鉛筆	えんぴつ	pencil	Pencil		http://jisho.org/word/%E9%89%9B%E7%AD%86
27	締める	しめる	to tie, to fasten	to total, to sum	to be strict with	http://jisho.org/word/%E7%B7%A0%E3%82%81%E3%82%8B
27	貸す	かす	to lend, to loan	to rent out, to hire out		http://jisho.org/word/%E8%B2%B8%E3%81%99
27	階段	かいだん	stairs, stairway, staircase			http://jisho.org/word/%E9%9A%8E%E6%AE%B5
27	段々	だんだん	gradually, by degrees	steps, stairs, staircase, terrace		http://jisho.org/word/%E6%AE%B5%E3%80%85
27	掛かる	かかる	to take (a resource, e.g. time or money)	to hang	to come into view, to arrive	http://jisho.org/word/%E6%8E%9B%E3%81%8B%E3%82%8B
27	痛い	いたい	painful, sore	exceeding		http://jisho.org/word/%E7%97%9B%E3%81%84
27	靴	くつ	shoes, boots, footwear, footgear	Shoe		http://jisho.org/word/%E9%9D%B4
27	靴下	くつした	socks, sock, stockings, stocking	Sock		http://jisho.org/word/%E9%9D%B4%E4%B8%8B
27	暇	ひま	spare time, free time, leisure	time (e.g. time it takes to do something)	time off, day off, vacation, holiday, leave	http://jisho.org/word/%E6%9A%87
28	冷たい	つめたい	cold (to the touch), chilly, icy, freezing	coldhearted, unfeeling		http://jisho.org/word/%E5%86%B7%E3%81%9F%E3%81%84
28	並ぶ	ならぶ	to line up, to stand in a line	to rival, to match, to equal		http://jisho.org/word/%E4%B8%A6%E3%81%B6
28	傘	かさ	umbrella, parasol	Umbrella		http://jisho.org/word/%E5%82%98
28	郵便局	ゆうびんきょく	post office	Post office		http://jisho.org/word/%E9%83%B5%E4%BE%BF%E5%B1%80
29	綺麗	きれい	pretty, lovely, beautiful, fair	clean, clear, pure, tidy, neat	completely, entirely	http://jisho.org/word/%E7%B6%BA%E9%BA%97
29	閉まる	しまる	to be shut, to close, to be closed	to be firm (of a body, face, etc.), to be well-knit	to be locked	http://jisho.org/word/%E9%96%89%E3%81%BE%E3%82%8B
29	お腹	おなか	stomach			http://jisho.org/word/%E3%81%8A%E8%85%B9
30	結婚	けっこん	marriage	Marriage		http://jisho.org/word/%E7%B5%90%E5%A9%9A
30	押す	おす	to push, to press	to apply pressure from above, to press down	to stamp (i.e. a passport), to apply a seal	http://jisho.org/word/%E6%8A%BC%E3%81%99
30	切符	きっぷ	ticket	Ticket		http://jisho.org/word/%E5%88%87%E7%AC%A6
30	並べる	ならべる	to line up, to set up, to arrange in a line	to enumerate, to itemize	to be equal (to), to compare well (with), to be as good (as)	http://jisho.org/word/%E4%B8%A6%E3%81%B9%E3%82%8B
30	遊ぶ	あそぶ	to play, to enjoy oneself, to have a good time	to mess about (with alcohol, gambling, philandery, etc.)	to be idle, to do nothing, to be unused	http://jisho.org/word/%E9%81%8A%E3%81%B6
30	背	せ	back, spine	reverse, rear side	height, stature	http://jisho.org/word/%E8%83%8C
30	撮る	とる	to take (a photo)	to record (video, audio, etc.), to make (a film)		http://jisho.org/word/%E6%92%AE%E3%82%8B
31	幾ら	いくら	how much?, how many?	even, even if		http://jisho.org/word/%E5%B9%BE%E3%82%89
31	掃除	そうじ	cleaning, sweeping, dusting, scrubbing	Cleanliness		http://jisho.org/word/%E6%8E%83%E9%99%A4
31	野菜	やさい	vegetable	Vegetable		http://jisho.org/word/%E9%87%8E%E8%8F%9C
31	廊下	ろうか	corridor, hallway, passageway			http://jisho.org/word/%E5%BB%8A%E4%B8%8B
31	散歩	さんぽ	walk, stroll	Strolling		http://jisho.org/word/%E6%95%A3%E6%AD%A9
31	幾つ	いくつ	how many?	how old?		http://jisho.org/word/%E5%B9%BE%E3%81%A4
32	卵	たまご	eggs, egg, spawn, roe	hen egg	(an expert) in the making	http://jisho.org/word/%E5%8D%B5
32	机	つくえ	desk	Desk		http://jisho.org/word/%E6%9C%BA
32	欲しい	ほしい	wanted, wished for, in need of, desired	I want (you) to		http://jisho.org/word/%E6%AC%B2%E3%81%97%E3%81%84
33	否	いいえ	no, nay	well, er, why		http://jisho.org/word/%E5%90%A6
33	窓	まど	window	Window		http://jisho.org/word/%E7%AA%93
33	砂糖	さとう	sugar	Sugar		http://jisho.org/word/%E7%A0%82%E7%B3%96
33	雑誌	ざっし	journal, magazine, periodical	Magazine		http://jisho.org/word/%E9%9B%91%E8%AA%8C
33	灰皿	はいざら	ashtray	Ashtray		http://jisho.org/word/%E7%81%B0%E7%9A%BF
33	閉める	しめる	to close, to shut			http://jisho.org/word/%E9%96%89%E3%82%81%E3%82%8B
33	冷蔵庫	れいぞうこ	refrigerator	Refrigerator		http://jisho.org/word/%E5%86%B7%E8%94%B5%E5%BA%AB
34	降る	ふる	to precipitate, to fall (e.g. rain)			http://jisho.org/word/%E9%99%8D%E3%82%8B
34	縦	たて	the vertical, height	front-to-back, length	north-to-south	http://jisho.org/word/%E7%B8%A6
34	紅茶	こうちゃ	black tea	Black tea		http://jisho.org/word/%E7%B4%85%E8%8C%B6
34	眼鏡	めがね	spectacles, glasses	judgement, discrimination, discernment, insight	Megane	http://jisho.org/word/%E7%9C%BC%E9%8F%A1
35	醤油	しょうゆ	soy sauce, shoyu	Soy sauce		http://jisho.org/word/%E9%86%A4%E6%B2%B9
36	汚い	きたない	dirty, filthy, foul, unclean	disordered, messy, untidy, poor (e.g. handwriting)	indecent (language, etc.), dirty, vulgar, coarse	http://jisho.org/word/%E6%B1%9A%E3%81%84
36	頼む	たのむ	to request, to beg, to ask	to call, to order, to reserve	to entrust to	http://jisho.org/word/%E9%A0%BC%E3%82%80
36	甘い	あまい	sweet-tasting, sweet, sugary, sugared	fragrant (smelling), sweet (music)	lightly salted, light in salt, not spicy	http://jisho.org/word/%E7%94%98%E3%81%84
36	降りる	おりる	to descend (e.g. a mountain), to go down, to come down	to alight (e.g. from bus), to get off, to disembark, to dismount	to step down, to retire, to give up, to quit	http://jisho.org/word/%E9%99%8D%E3%82%8A%E3%82%8B
37	遅い	おそい	slow	late (e.g. "late at night")	too late	http://jisho.org/word/%E9%81%85%E3%81%84
38	一緒	いっしょ	together	at the same time	same, identical	http://jisho.org/word/%E4%B8%80%E7%B7%92
38	奥さん	おくさん	wife, your wife, his wife, married lady, madam			http://jisho.org/word/%E5%A5%A5%E3%81%95%E3%82%93
39	弾く	ひく	to play (piano, guitar)			http://jisho.org/word/%E5%BC%BE%E3%81%8F
40	薄い	うすい	thin	pale, light	watery, dilute, sparse	http://jisho.org/word/%E8%96%84%E3%81%84
40	隣	となり	neighbor (neighbour), next to (esp. living next door to)			http://jisho.org/word/%E9%9A%A3
40	吹く	ふく	to blow (e.g. wind), to play a wind instrument	to emit, to spout	to whistle	http://jisho.org/word/%E5%90%B9%E3%81%8F
43	封筒	ふうとう	envelope	Envelope		http://jisho.org/word/%E5%B0%81%E7%AD%92
43	誰	だれ	who			http://jisho.org/word/%E8%AA%B0
43	誰か	だれか	someone, somebody			http://jisho.org/word/%E8%AA%B0%E3%81%8B
44	本棚	ほんだな	bookshelves, bookshelf, bookcase	Bookcase		http://jisho.org/word/%E6%9C%AC%E6%A3%9A
45	磨く	みがく	to polish, to shine, to brush (e.g. teeth)	to refine, to improve		http://jisho.org/word/%E7%A3%A8%E3%81%8F
45	曇り	くもり	cloudiness, cloudy weather, shadow	Overcast		http://jisho.org/word/%E6%9B%87%E3%82%8A
45	疲れる	つかれる	to get tired, to tire	to be worn out (e.g. of well used objects)	to starve	http://jisho.org/word/%E7%96%B2%E3%82%8C%E3%82%8B
45	曇る	くもる	to get cloudy, to cloud over, to become overcast	to cloud up, to fog up, to mist up, to become dim	to be gloomy, to be clouded (expression), to be downcast	http://jisho.org/word/%E6%9B%87%E3%82%8B
46	涼しい	すずしい	cool, refreshing	clear (e.g. eyes), bright	clear, distinct	http://jisho.org/word/%E6%B6%BC%E3%81%97%E3%81%84
46	零	れい	zero, nought			http://jisho.org/word/%E9%9B%B6
46	椅子	いす	chair, stool	post, office, position	Chair	http://jisho.org/word/%E6%A4%85%E5%AD%90
46	鍵	かぎ	key	lock	Key (lock)	http://jisho.org/word/%E9%8D%B5
46	二十歳	はたち	20 years old	twenty		http://jisho.org/word/%E4%BA%8C%E5%8D%81%E6%AD%B3
47	お祖母さん	おばあさん	grandmother	old woman, female senior citizen		http://jisho.org/word/%E3%81%8A%E7%A5%96%E6%AF%8D%E3%81%95%E3%82%93
47	帽子	ぼうし	hat, cap	Headgear		http://jisho.org/word/%E5%B8%BD%E5%AD%90
47	箸	はし	chopsticks	Chopsticks		http://jisho.org/word/%E7%AE%B8
48	咲く	さく	to bloom			http://jisho.org/word/%E5%92%B2%E3%81%8F
50	風邪	かぜ	common cold, cold, influenza, flu, ague	Common cold		http://jisho.org/word/%E9%A2%A8%E9%82%AA
51	花瓶	かびん	(flower) vase	Vase		http://jisho.org/word/%E8%8A%B1%E7%93%B6
51	玄関	げんかん	entranceway, entry hall, vestibule, foyer, entryway, mud room	Genkan		http://jisho.org/word/%E7%8E%84%E9%96%A2
52	お風呂	おふろ	bath			http://jisho.org/word/%E3%81%8A%E9%A2%A8%E5%91%82
55	此れ	これ	this (indicating an item near the speaker, the action of the speaker, or the current topic)	this person (usu. indicating someone in one's in-group)	now	http://jisho.org/word/%E6%AD%A4%E3%82%8C
60	煩い	うるさい	noisy, loud	annoying, troublesome, tiresome, persistent, importunate	fussy, finicky, picky, particular, nagging, fastidious, bossy	http://jisho.org/word/%E7%85%A9%E3%81%84
100	何処	どこ	where, what place	how much (long, far), what extent		http://jisho.org/word/%E4%BD%95%E5%87%A6
100	コート	コート	coat	court (i.e. tennis, basketball, etc.)		http://jisho.org/word/%E3%82%B3%E3%83%BC%E3%83%88
100	スプーン	スプーン	spoon	Spoon		http://jisho.org/word/%E3%82%B9%E3%83%97%E3%83%BC%E3%83%B3
100	テープ	テープ	tape	Tape		http://jisho.org/word/%E3%83%86%E3%83%BC%E3%83%97
100	バター	バター	butter	Butter		http://jisho.org/word/%E3%83%90%E3%82%BF%E3%83%BC
100	ネクタイ	ネクタイ	tie, necktie	Necktie		http://jisho.org/word/%E3%83%8D%E3%82%AF%E3%82%BF%E3%82%A4
100	キロ	キロ	kilo-, 10^3	kilogram, kilogramme	kilometre, kilometer	http://jisho.org/word/%E3%82%AD%E3%83%AD
100	では	では	then, well, so, well then			http://jisho.org/word/%E3%81%A7%E3%81%AF
100	レストラン	レストラン	restaurant (esp. Western-style)	Restaurant		http://jisho.org/word/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3
100	彼処	あそこ	there (place physically distant from both speaker and listener), over there, that place, yonder	genitals	that far (something psychologically distant from both speaker and listener), that much, that point	http://jisho.org/word/%E5%BD%BC%E5%87%A6
100	洗濯	せんたく	washing, laundry	Laundry		http://jisho.org/word/%E6%B4%97%E6%BF%AF
100	上着	うわぎ	coat, tunic, jacket, outer garment			http://jisho.org/word/%E4%B8%8A%E7%9D%80
100	ポスト	ポスト	post, position	postbox, mail box, pillar box	post-	http://jisho.org/word/%E3%83%9D%E3%82%B9%E3%83%88
100	其方	そちら	that way (direction distant from the speaker, close to the listener)	there (place distant from the speaker, close to the listener)	that one (something close to the listener)	http://jisho.org/word/%E5%85%B6%E6%96%B9
100	シャワー	シャワー	shower	Shower		http://jisho.org/word/%E3%82%B7%E3%83%A3%E3%83%AF%E3%83%BC
100	コップ	コップ	glass (i.e. drinking vessel), tumbler	cop (police officer)		http://jisho.org/word/%E3%82%B3%E3%83%83%E3%83%97
100	字引	じびき	dictionary			http://jisho.org/word/%E5%AD%97%E5%BC%95
100	マッチ	マッチ	match (contest)	to match with, to go well with	Match	http://jisho.org/word/%E3%83%9E%E3%83%83%E3%83%81
100	然うして	そうして	and, like that			http://jisho.org/word/%E7%84%B6%E3%81%86%E3%81%97%E3%81%A6
100	直ぐに	すぐに	instantly, immediately, right away, at once			http://jisho.org/word/%E7%9B%B4%E3%81%90%E3%81%AB
100	ゆっくり	ゆっくり	slowly, at ease, restful			http://jisho.org/word/%E3%82%86%E3%81%A3%E3%81%8F%E3%82%8A
